date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2023-02-02,Q3,H100329,Townhouse,New Sale,2019,84540,9.76,9,135,626.22,648 Sample Street,65612,Aarhus,Suburban,Midtjylland,2.21,0.81,0.43
2021-04-08,Q1,H100330,Townhouse,Resale,1968,207608,0.94,6,162,1281.53,618 Sample Street,46159,Aarhus,Urban,Nordjylland,3.74,3.73,0.5
2016-06-26,Q1,H100331,Townhouse,Resale,1981,134700,5.73,3,137,983.21,118 Sample Street,49710,Odense,Rural,Hovedstaden,2.01,2.18,0.97
2020-07-14,Q1,H100332,Villa,Resale,1958,390676,-0.77,9,207,1887.32,237 Sample Street,93536,Copenhagen,Suburban,Syddanmark,1.81,2.68,0.92
2022-04-23,Q4,H100333,Apartment,Resale,1961,761935,0.46,1,175,4353.91,309 Sample Street,23806,Aarhus,Suburban,Syddanmark,2.94,3.41,1.85
2017-05-25,Q1,H100334,Condo,New Sale,1960,439770,-2.14,3,103,4269.61,456 Sample Street,88345,Aalborg,Urban,Hovedstaden,0.61,1.76,2.47
2012-08-29,Q4,H100335,Condo,Resale,1995,446087,0.21,1,137,3256.11,900 Sample Street,90391,Odense,Suburban,Hovedstaden,0.86,2.01,2.31
2013-03-12,Q1,H100336,Townhouse,Resale,1965,96002,3.21,2,151,635.77,475 Sample Street,16458,Odense,Suburban,Hovedstaden,2.38,1.93,0.86
2023-07-01,Q2,H100337,Villa,New Sale,1950,99812,9.88,8,46,2169.83,100 Sample Street,45524,Copenhagen,Rural,Midtjylland,4.74,1.81,0.81
2017-08-06,Q4,H100338,Villa,New Sale,2012,465842,4.96,7,225,2070.41,261 Sample Street,16853,Copenhagen,Rural,Midtjylland,3.75,3.74,2.9
2015-06-06,Q4,H100339,Villa,New Sale,1970,765339,-2.01,2,281,2723.63,993 Sample Street,50477,Odense,Rural,Syddanmark,0.9,3.4,0.12
2012-05-03,Q1,H100340,Condo,Resale,1979,307906,-4.33,2,148,2080.45,305 Sample Street,42222,Aalborg,Urban,Midtjylland,4.31,0.88,2.65
2021-05-09,Q1,H100341,Townhouse,Resale,1962,158946,-3.1,9,191,832.18,354 Sample Street,28320,Copenhagen,Suburban,Midtjylland,3.8,0.88,0.68
2020-03-25,Q4,H100342,Apartment,New Sale,1983,116668,3.44,6,227,513.96,286 Sample Street,62243,Copenhagen,Urban,Nordjylland,3.25,2.0,2.85
2020-04-27,Q3,H100343,Condo,New Sale,1953,149003,6.48,5,74,2013.55,328 Sample Street,55615,Odense,Suburban,Midtjylland,4.19,0.85,1.09
2011-07-29,Q2,H100344,Townhouse,New Sale,1977,785430,9.11,6,208,3776.11,103 Sample Street,27352,Odense,Suburban,Nordjylland,2.32,2.67,1.38
2018-12-06,Q2,H100345,Townhouse,New Sale,2008,270462,-4.76,9,73,3704.96,63 Sample Street,82833,Copenhagen,Suburban,Midtjylland,1.5,1.0,2.15
2013-02-22,Q2,H100346,Apartment,New Sale,1976,879430,2.84,7,107,8218.97,687 Sample Street,13203,Aarhus,Rural,Syddanmark,2.8,2.33,1.8
2014-09-12,Q3,H100347,Apartment,New Sale,2018,769174,2.06,9,207,3715.82,282 Sample Street,49267,Copenhagen,Urban,Hovedstaden,2.97,0.53,1.02
2023-01-30,Q1,H100348,Apartment,Resale,1974,678889,4.84,4,32,21215.28,441 Sample Street,47941,Aarhus,Urban,Syddanmark,2.92,1.61,1.71
2023-07-05,Q1,H100349,Villa,Resale,1952,319956,3.39,2,243,1316.69,293 Sample Street,92809,Odense,Suburban,Midtjylland,3.04,2.87,2.22
2020-07-21,Q3,H100350,Apartment,Resale,2017,111844,5.31,8,103,1085.86,738 Sample Street,35368,Aarhus,Urban,Hovedstaden,4.77,2.19,0.22
2016-10-27,Q3,H100351,Townhouse,New Sale,1974,775453,4.87,4,80,9693.16,7 Sample Street,87186,Aalborg,Rural,Hovedstaden,4.56,3.92,0.13
2017-04-14,Q3,H100352,Apartment,New Sale,1969,445395,-3.24,9,96,4639.53,639 Sample Street,40984,Odense,Urban,Hovedstaden,4.44,3.56,1.43
2018-07-22,Q1,H100353,Townhouse,New Sale,1983,749158,7.0,4,122,6140.64,936 Sample Street,51941,Copenhagen,Suburban,Nordjylland,4.11,1.76,0.48
2018-05-10,Q1,H100354,Condo,New Sale,1975,124601,-3.15,8,205,607.81,92 Sample Street,82918,Copenhagen,Rural,Syddanmark,4.75,0.66,2.03
2010-01-05,Q3,H100355,Villa,New Sale,1954,975779,5.48,9,174,5607.93,935 Sample Street,62683,Odense,Rural,Nordjylland,0.94,3.46,0.72
2023-05-02,Q4,H100356,Condo,New Sale,2010,360001,1.24,9,36,10000.03,190 Sample Street,10801,Odense,Suburban,Hovedstaden,1.69,3.69,1.36
2012-05-26,Q3,H100357,Condo,Resale,1958,437699,2.71,4,298,1468.79,871 Sample Street,57965,Aalborg,Urban,Syddanmark,2.73,3.37,0.67
2012-09-18,Q2,H100358,Townhouse,Resale,1999,544700,8.55,1,33,16506.06,476 Sample Street,95269,Odense,Suburban,Syddanmark,4.31,0.95,1.69
2021-05-05,Q1,H100359,Condo,New Sale,1955,332844,8.35,3,167,1993.08,511 Sample Street,19969,Copenhagen,Urban,Midtjylland,2.77,3.99,0.44
2021-12-13,Q1,H100360,Townhouse,Resale,2009,832215,7.27,9,260,3200.83,462 Sample Street,45969,Aalborg,Urban,Nordjylland,3.87,1.41,0.17
2022-03-24,Q1,H100361,Apartment,New Sale,1993,482680,2.65,4,117,4125.47,53 Sample Street,92269,Copenhagen,Rural,Nordjylland,1.13,3.03,0.25
2011-09-28,Q2,H100362,Apartment,Resale,1960,223423,6.04,5,46,4857.02,754 Sample Street,42449,Aarhus,Suburban,Midtjylland,1.64,3.68,2.87
2014-08-21,Q3,H100363,Townhouse,New Sale,2015,143330,2.69,7,81,1769.51,486 Sample Street,35705,Odense,Rural,Nordjylland,3.79,1.32,0.51
2014-08-10,Q2,H100364,Apartment,New Sale,1996,275391,8.04,5,163,1689.52,644 Sample Street,70303,Aarhus,Suburban,Hovedstaden,1.24,3.68,2.15
2023-01-05,Q3,H100365,Villa,Resale,2022,263606,1.04,4,240,1098.36,490 Sample Street,38363,Copenhagen,Suburban,Hovedstaden,2.08,1.58,0.3
2010-04-30,Q2,H100366,Condo,Resale,1952,457085,9.55,2,248,1843.08,978 Sample Street,40720,Aarhus,Rural,Nordjylland,1.69,3.92,0.41
2012-04-10,Q3,H100367,Villa,New Sale,1979,241387,8.98,2,234,1031.57,364 Sample Street,19972,Aarhus,Suburban,Midtjylland,2.07,1.48,1.58
2020-01-24,Q4,H100368,Condo,New Sale,1970,291133,6.12,4,240,1213.05,112 Sample Street,43351,Copenhagen,Suburban,Syddanmark,3.69,3.84,1.45
2013-10-01,Q1,H100369,Apartment,Resale,1977,536904,-0.81,9,53,10130.26,409 Sample Street,46145,Copenhagen,Urban,Nordjylland,2.16,0.69,2.86
2012-01-11,Q1,H100370,Villa,Resale,2011,464170,-3.03,8,33,14065.76,7 Sample Street,97948,Odense,Suburban,Syddanmark,3.0,2.98,2.84
2010-04-27,Q1,H100371,Apartment,New Sale,1982,736915,7.82,3,181,4071.35,742 Sample Street,99614,Aarhus,Suburban,Midtjylland,0.95,2.36,2.36
2017-10-09,Q2,H100372,Condo,Resale,1984,375497,-2.52,9,288,1303.81,668 Sample Street,98116,Aalborg,Rural,Syddanmark,4.12,2.17,1.85
2013-02-24,Q1,H100373,Townhouse,New Sale,2001,525406,7.81,5,197,2667.04,197 Sample Street,66235,Aalborg,Rural,Midtjylland,2.16,1.28,1.42
2015-04-16,Q2,H100374,Townhouse,New Sale,1983,488242,2.36,3,205,2381.67,835 Sample Street,24855,Copenhagen,Suburban,Midtjylland,3.42,2.97,1.13
2012-10-09,Q1,H100375,Villa,New Sale,1990,412916,1.1,5,85,4857.84,876 Sample Street,46169,Copenhagen,Urban,Hovedstaden,3.76,1.17,2.85
2014-07-23,Q3,H100376,Apartment,New Sale,2000,228048,8.55,4,137,1664.58,735 Sample Street,56404,Aarhus,Urban,Hovedstaden,1.44,2.43,1.85
2012-12-17,Q4,H100377,Apartment,Resale,1996,403646,4.06,8,170,2374.39,367 Sample Street,29569,Copenhagen,Rural,Midtjylland,4.48,1.39,1.78
2022-12-13,Q4,H100378,Villa,Resale,2007,426087,3.65,5,184,2315.69,250 Sample Street,64437,Aalborg,Suburban,Nordjylland,3.27,3.84,0.77
2011-05-28,Q3,H100379,Townhouse,Resale,2006,421994,3.38,8,291,1450.15,916 Sample Street,58506,Odense,Suburban,Hovedstaden,2.43,0.6,0.24
2017-10-20,Q1,H100380,Condo,Resale,1972,619383,0.57,9,261,2373.11,595 Sample Street,35738,Odense,Urban,Midtjylland,1.32,1.2,2.84
2011-07-14,Q1,H100381,Villa,Resale,1997,195342,6.78,4,270,723.49,240 Sample Street,16772,Aarhus,Urban,Syddanmark,4.74,1.35,1.01
2020-01-21,Q1,H100382,Condo,Resale,1971,736268,-1.21,7,287,2565.39,380 Sample Street,29731,Odense,Urban,Syddanmark,3.9,1.95,1.38
2022-07-20,Q1,H100383,Townhouse,Resale,1966,851955,9.08,2,278,3064.59,907 Sample Street,20131,Copenhagen,Rural,Nordjylland,1.44,1.31,0.43
2023-09-02,Q1,H100384,Apartment,New Sale,2018,112433,8.41,6,106,1060.69,872 Sample Street,76324,Copenhagen,Suburban,Syddanmark,2.02,2.22,2.53
2019-02-26,Q2,H100385,Townhouse,Resale,1960,594279,0.06,8,209,2843.44,835 Sample Street,64097,Copenhagen,Rural,Syddanmark,4.14,3.55,0.18
2021-02-22,Q1,H100386,Villa,Resale,1964,322919,5.94,7,95,3399.15,471 Sample Street,91720,Copenhagen,Suburban,Midtjylland,3.63,2.99,2.52
2023-02-21,Q2,H100387,Apartment,New Sale,1984,521017,3.6,7,200,2605.08,775 Sample Street,12889,Aarhus,Rural,Syddanmark,3.95,2.53,0.51
2014-01-10,Q2,H100388,Villa,Resale,1982,397139,0.06,8,51,7787.04,919 Sample Street,19569,Odense,Suburban,Syddanmark,2.49,0.81,2.67
2011-08-04,Q1,H100389,Villa,Resale,1965,197745,9.83,7,136,1454.01,701 Sample Street,97193,Aalborg,Urban,Syddanmark,3.72,2.93,2.22
2016-04-13,Q4,H100390,Townhouse,New Sale,1983,697096,-4.62,5,256,2723.03,455 Sample Street,85677,Odense,Urban,Syddanmark,2.24,1.08,0.58
2018-08-14,Q3,H100391,Villa,Resale,2015,732416,-1.21,7,245,2989.45,366 Sample Street,95192,Copenhagen,Urban,Midtjylland,1.45,3.25,1.74
2021-08-20,Q2,H100392,Townhouse,Resale,1989,187686,2.8,3,98,1915.16,290 Sample Street,97154,Aalborg,Rural,Syddanmark,3.35,1.38,1.01
2014-08-07,Q3,H100393,Apartment,Resale,1977,57415,2.83,5,113,508.1,874 Sample Street,87470,Aarhus,Urban,Nordjylland,4.89,1.96,0.62
2019-08-08,Q3,H100394,Townhouse,New Sale,1996,820326,3.83,7,132,6214.59,403 Sample Street,98822,Copenhagen,Suburban,Hovedstaden,1.9,1.73,2.59
2017-07-07,Q3,H100395,Apartment,Resale,1988,487100,6.28,9,68,7163.24,58 Sample Street,17612,Copenhagen,Rural,Nordjylland,2.57,3.51,1.27
2019-03-11,Q3,H100396,Townhouse,Resale,2019,984468,4.35,2,42,23439.71,521 Sample Street,61644,Aalborg,Suburban,Hovedstaden,3.53,0.94,1.26
2021-01-28,Q3,H100397,Condo,New Sale,2022,828493,4.0,4,210,3945.2,304 Sample Street,42069,Aarhus,Rural,Nordjylland,2.94,2.48,0.59
2013-05-28,Q3,H100398,Condo,Resale,1969,349188,-4.2,7,297,1175.72,115 Sample Street,91741,Aalborg,Suburban,Hovedstaden,4.3,1.0,1.21
2018-07-16,Q4,H100399,Villa,New Sale,1950,762509,0.65,1,42,18154.98,210 Sample Street,37331,Aarhus,Suburban,Hovedstaden,3.93,2.97,2.63
2015-11-12,Q4,H100400,Townhouse,New Sale,2021,218616,-1.52,2,149,1467.22,41 Sample Street,65897,Copenhagen,Rural,Hovedstaden,0.76,3.67,1.15
2018-05-18,Q1,H100401,Townhouse,Resale,2012,99976,-1.02,9,86,1162.51,816 Sample Street,23934,Odense,Rural,Hovedstaden,4.99,2.02,2.86
2022-06-15,Q4,H100402,Apartment,New Sale,2016,475468,3.32,7,69,6890.84,173 Sample Street,20095,Copenhagen,Urban,Midtjylland,3.89,2.21,2.84
2018-02-07,Q1,H100403,Villa,New Sale,1953,315976,-2.01,7,157,2012.59,234 Sample Street,28706,Odense,Urban,Nordjylland,4.39,3.75,0.52
2016-03-15,Q3,H100404,Townhouse,Resale,2007,271883,-0.59,6,202,1345.96,793 Sample Street,53516,Odense,Suburban,Hovedstaden,3.43,2.32,0.61
2016-10-15,Q2,H100405,Villa,New Sale,1974,261509,-1.44,3,64,4086.08,884 Sample Street,44629,Aarhus,Suburban,Nordjylland,4.35,2.21,2.6
2022-09-21,Q1,H100406,Condo,New Sale,1996,546965,9.23,3,288,1899.18,590 Sample Street,56910,Aalborg,Suburban,Syddanmark,1.01,2.52,1.24
2014-06-24,Q4,H100407,Townhouse,Resale,1987,870580,9.17,2,34,25605.29,620 Sample Street,98540,Aarhus,Rural,Hovedstaden,2.06,2.91,0.11
2014-10-24,Q2,H100408,Townhouse,Resale,1964,813529,4.15,6,247,3293.64,793 Sample Street,30431,Copenhagen,Rural,Nordjylland,4.44,0.87,0.89
2022-03-11,Q4,H100409,Villa,Resale,2012,568823,8.87,4,40,14220.58,403 Sample Street,66733,Aalborg,Urban,Midtjylland,1.41,3.37,1.83
2015-09-02,Q4,H100410,Townhouse,New Sale,1970,269526,6.79,5,146,1846.07,39 Sample Street,50088,Odense,Suburban,Nordjylland,0.85,2.02,2.42
2017-10-20,Q3,H100411,Villa,Resale,2006,948662,3.85,3,213,4453.81,119 Sample Street,54135,Odense,Urban,Hovedstaden,4.05,0.75,0.49
2018-11-26,Q1,H100412,Townhouse,New Sale,2002,397220,-4.9,6,145,2739.45,335 Sample Street,48015,Copenhagen,Rural,Syddanmark,4.26,3.25,0.42
2020-03-19,Q3,H100413,Apartment,New Sale,1995,874834,6.59,3,191,4580.28,336 Sample Street,41385,Aalborg,Rural,Nordjylland,1.23,1.82,2.77
2016-10-25,Q3,H100414,Villa,New Sale,1963,763087,5.54,8,96,7948.82,539 Sample Street,80199,Copenhagen,Rural,Syddanmark,4.34,0.85,2.28
2014-06-20,Q1,H100415,Townhouse,New Sale,1966,88578,4.23,9,229,386.8,616 Sample Street,48677,Copenhagen,Urban,Midtjylland,3.59,2.72,1.81
2017-09-17,Q2,H100416,Condo,New Sale,1988,664741,6.41,4,60,11079.02,74 Sample Street,22818,Aarhus,Rural,Nordjylland,2.84,3.58,2.33
2012-10-12,Q3,H100417,Townhouse,New Sale,1958,465534,2.69,9,104,4476.29,191 Sample Street,98222,Copenhagen,Suburban,Nordjylland,4.24,3.61,1.34
2013-09-10,Q2,H100418,Condo,New Sale,1955,912147,5.56,7,266,3429.12,324 Sample Street,73001,Aalborg,Urban,Midtjylland,2.39,3.85,2.3
2022-08-17,Q3,H100419,Condo,Resale,1972,258859,9.03,3,95,2724.83,147 Sample Street,33977,Copenhagen,Rural,Midtjylland,1.37,3.54,1.18
2018-06-15,Q1,H100420,Apartment,Resale,2008,161435,0.64,7,99,1630.66,767 Sample Street,59832,Aalborg,Urban,Midtjylland,1.78,0.51,0.81
2017-10-10,Q2,H100421,Villa,New Sale,1995,790389,5.62,1,49,16130.39,284 Sample Street,50931,Odense,Urban,Hovedstaden,2.77,1.83,2.21
2010-12-02,Q2,H100422,Townhouse,New Sale,1987,201538,2.14,3,255,790.35,213 Sample Street,93990,Copenhagen,Rural,Hovedstaden,2.89,3.36,1.32
2022-07-29,Q2,H100423,Apartment,Resale,1963,932174,5.12,6,228,4088.48,635 Sample Street,88894,Aalborg,Rural,Nordjylland,4.13,1.78,2.95
2012-06-14,Q3,H100424,Townhouse,New Sale,2021,95475,6.44,4,68,1404.04,718 Sample Street,82204,Odense,Urban,Nordjylland,4.06,2.61,1.11
2019-09-17,Q3,H100425,Condo,Resale,2011,896574,-4.32,7,174,5152.72,929 Sample Street,55784,Aalborg,Urban,Nordjylland,3.12,2.62,2.77
2012-05-01,Q1,H100426,Villa,Resale,1984,790520,4.7,3,74,10682.7,752 Sample Street,19921,Odense,Rural,Syddanmark,4.01,1.78,2.81
2014-08-15,Q1,H100427,Townhouse,Resale,1968,207636,-1.6,1,120,1730.3,394 Sample Street,44959,Aarhus,Suburban,Midtjylland,1.36,3.67,0.8
2015-04-16,Q1,H100428,Townhouse,New Sale,1979,203484,5.05,9,267,762.11,339 Sample Street,42328,Copenhagen,Urban,Nordjylland,0.73,2.26,2.41
2020-04-04,Q1,H100429,Condo,New Sale,1974,143526,2.02,6,99,1449.76,798 Sample Street,18859,Copenhagen,Urban,Midtjylland,4.43,2.13,1.36
2016-08-24,Q4,H100430,Townhouse,Resale,1989,101001,6.6,8,195,517.95,22 Sample Street,99506,Odense,Suburban,Hovedstaden,0.84,3.99,2.76
2014-04-18,Q1,H100431,Townhouse,Resale,1963,894081,-3.15,3,159,5623.15,771 Sample Street,84408,Aarhus,Rural,Midtjylland,1.61,2.23,1.41
2020-12-14,Q2,H100432,Condo,Resale,1975,242029,4.39,8,243,996.0,869 Sample Street,94766,Aalborg,Rural,Syddanmark,3.63,1.12,2.26
2017-07-01,Q1,H100433,Apartment,Resale,1971,478733,-0.82,2,118,4057.06,105 Sample Street,36708,Aarhus,Suburban,Syddanmark,2.34,2.3,1.45
2019-07-31,Q4,H100434,Condo,Resale,1997,718516,7.79,4,281,2557.0,466 Sample Street,28847,Aalborg,Rural,Midtjylland,4.44,3.35,0.76
2020-09-18,Q3,H100435,Apartment,New Sale,2000,990568,8.93,3,101,9807.6,459 Sample Street,65989,Aalborg,Rural,Syddanmark,1.84,3.22,0.68
2012-12-02,Q4,H100436,Villa,Resale,1952,599999,9.95,1,194,3092.78,432 Sample Street,14922,Copenhagen,Urban,Syddanmark,0.55,3.26,1.33
2021-12-29,Q3,H100437,Apartment,New Sale,1991,604394,6.94,7,78,7748.64,770 Sample Street,79928,Odense,Urban,Hovedstaden,1.85,2.98,2.29
2016-09-10,Q2,H100438,Apartment,Resale,1968,901890,6.31,2,81,11134.44,716 Sample Street,62335,Copenhagen,Urban,Nordjylland,3.1,1.39,1.85
2021-03-31,Q1,H100439,Villa,New Sale,2022,984093,-1.77,4,143,6881.77,822 Sample Street,23541,Copenhagen,Suburban,Syddanmark,2.19,3.52,2.1
2019-03-28,Q4,H100440,Apartment,New Sale,1977,532488,0.04,9,268,1986.9,774 Sample Street,29551,Copenhagen,Rural,Nordjylland,2.91,3.63,0.92
2020-11-13,Q4,H100441,Condo,New Sale,1994,442573,1.99,6,162,2731.93,619 Sample Street,29381,Aalborg,Rural,Midtjylland,4.44,1.18,1.5
2016-12-21,Q1,H100442,Apartment,New Sale,2020,267583,6.6,8,195,1372.22,763 Sample Street,65673,Copenhagen,Urban,Midtjylland,4.61,0.96,0.23
2012-01-24,Q1,H100443,Villa,New Sale,2012,413898,8.72,2,272,1521.68,936 Sample Street,32948,Aalborg,Urban,Syddanmark,1.7,3.91,2.47
2015-09-14,Q3,H100444,Condo,New Sale,2022,188286,-2.16,7,167,1127.46,221 Sample Street,69072,Odense,Suburban,Midtjylland,2.58,3.54,2.97
2017-08-06,Q1,H100445,Villa,Resale,1968,277189,8.84,6,108,2566.56,379 Sample Street,77560,Aalborg,Rural,Hovedstaden,2.97,3.63,1.28
2017-12-06,Q4,H100446,Villa,New Sale,1996,176479,5.43,9,199,886.83,222 Sample Street,92249,Aalborg,Suburban,Syddanmark,4.77,3.6,0.13
2021-06-17,Q1,H100447,Townhouse,Resale,1963,470343,4.16,7,152,3094.36,258 Sample Street,12486,Aarhus,Rural,Syddanmark,4.99,2.4,0.59
2012-02-15,Q2,H100448,Townhouse,New Sale,1987,186213,-2.0,1,205,908.36,713 Sample Street,76691,Copenhagen,Suburban,Syddanmark,1.56,2.76,1.99
2014-06-14,Q4,H100449,Villa,New Sale,2002,603172,-4.17,8,111,5433.98,367 Sample Street,20082,Copenhagen,Urban,Midtjylland,3.77,2.41,1.88
2018-05-28,Q3,H100450,Villa,Resale,2010,314852,3.53,3,116,2714.24,770 Sample Street,94105,Copenhagen,Suburban,Midtjylland,2.2,0.68,2.38
2011-02-22,Q3,H100451,Villa,New Sale,1985,854807,4.77,2,254,3365.38,349 Sample Street,17086,Copenhagen,Suburban,Syddanmark,0.54,3.11,0.84
2010-04-25,Q4,H100452,Townhouse,Resale,1989,589376,-1.84,3,45,13097.24,225 Sample Street,77853,Aarhus,Urban,Nordjylland,0.54,2.27,2.31
2011-09-09,Q4,H100453,Townhouse,Resale,1979,369759,3.35,6,192,1925.83,714 Sample Street,80027,Aarhus,Rural,Midtjylland,2.57,2.77,2.1
2020-11-18,Q2,H100454,Apartment,Resale,1958,422282,7.85,3,127,3325.06,738 Sample Street,25916,Aarhus,Rural,Midtjylland,2.7,2.26,1.04
2018-12-12,Q2,H100455,Apartment,Resale,2013,750406,7.53,5,185,4056.25,236 Sample Street,25248,Aarhus,Urban,Syddanmark,0.6,2.22,1.68
2012-04-05,Q1,H100456,Villa,New Sale,1982,322158,8.91,6,31,10392.19,183 Sample Street,78047,Copenhagen,Suburban,Nordjylland,3.59,1.1,0.53
2014-02-25,Q1,H100457,Condo,New Sale,2001,769785,0.49,8,198,3887.8,712 Sample Street,34226,Aalborg,Suburban,Syddanmark,1.82,1.48,1.41
2018-08-13,Q3,H100458,Condo,Resale,1963,446489,-0.23,7,121,3689.99,869 Sample Street,35025,Odense,Suburban,Midtjylland,3.02,1.06,2.66
2011-02-17,Q1,H100459,Townhouse,New Sale,2002,752495,6.24,8,210,3583.31,758 Sample Street,58380,Aarhus,Rural,Syddanmark,1.85,1.18,1.32
2011-12-30,Q4,H100460,Townhouse,New Sale,2008,414986,1.47,3,260,1596.1,444 Sample Street,17848,Aalborg,Suburban,Syddanmark,1.25,3.91,2.53
2019-03-03,Q2,H100461,Townhouse,Resale,1990,998385,-3.69,4,177,5640.59,865 Sample Street,24274,Aarhus,Rural,Syddanmark,2.33,1.04,1.81
2017-09-09,Q3,H100462,Villa,New Sale,2017,540238,-0.76,6,218,2478.16,623 Sample Street,64545,Copenhagen,Suburban,Nordjylland,1.55,1.44,0.66
2011-11-07,Q1,H100463,Condo,Resale,2017,128077,1.28,7,157,815.78,6 Sample Street,45233,Copenhagen,Urban,Syddanmark,2.91,2.57,1.79
2019-06-28,Q3,H100464,Apartment,Resale,1957,189784,-0.61,9,36,5271.78,236 Sample Street,26304,Aalborg,Urban,Midtjylland,1.39,2.64,1.57
2016-11-09,Q3,H100465,Villa,New Sale,1951,255776,-0.02,1,76,3365.47,127 Sample Street,21294,Aalborg,Rural,Syddanmark,2.79,1.04,1.26
2018-02-15,Q4,H100466,Apartment,New Sale,1990,365018,-0.59,8,82,4451.44,104 Sample Street,36425,Aalborg,Rural,Nordjylland,1.21,3.28,0.45
2017-08-18,Q2,H100467,Apartment,New Sale,2004,119087,-4.38,8,216,551.33,749 Sample Street,78711,Copenhagen,Urban,Hovedstaden,3.52,3.25,1.31
2013-01-27,Q1,H100468,Villa,Resale,1965,848729,4.56,6,67,12667.6,915 Sample Street,19425,Copenhagen,Urban,Nordjylland,3.89,1.33,0.31
2021-03-03,Q2,H100469,Apartment,Resale,2011,814629,3.96,4,255,3194.62,480 Sample Street,54990,Odense,Suburban,Syddanmark,1.0,1.51,0.39
2014-04-21,Q2,H100470,Condo,New Sale,1997,863560,4.8,3,82,10531.22,155 Sample Street,83746,Aalborg,Urban,Hovedstaden,2.61,3.78,1.31
2015-11-14,Q1,H100471,Apartment,New Sale,1979,642656,-2.12,3,253,2540.14,257 Sample Street,78295,Odense,Rural,Syddanmark,0.82,3.39,0.99
2014-08-15,Q1,H100472,Condo,New Sale,1961,793859,-0.57,6,183,4338.03,235 Sample Street,26091,Aarhus,Urban,Nordjylland,3.19,2.94,2.78
2021-04-25,Q2,H100473,Condo,New Sale,1984,391102,4.29,8,77,5079.25,500 Sample Street,10002,Odense,Rural,Hovedstaden,1.69,0.79,1.19
2020-07-18,Q2,H100474,Condo,Resale,1960,345064,3.99,7,176,1960.59,289 Sample Street,60411,Aarhus,Rural,Hovedstaden,2.87,1.96,2.3
2019-06-03,Q3,H100475,Townhouse,New Sale,2013,301514,2.59,1,93,3242.09,510 Sample Street,50958,Aarhus,Suburban,Syddanmark,2.83,2.46,1.64
2020-04-24,Q4,H100476,Apartment,Resale,1999,978660,0.26,6,211,4638.2,552 Sample Street,30707,Odense,Suburban,Syddanmark,4.66,1.16,2.14
2016-05-15,Q2,H100477,Villa,Resale,1970,192180,8.69,7,154,1247.92,800 Sample Street,25248,Aalborg,Suburban,Nordjylland,2.97,2.07,0.85
2017-12-24,Q4,H100478,Villa,New Sale,2018,999349,0.1,7,208,4804.56,709 Sample Street,81309,Aarhus,Suburban,Syddanmark,3.12,2.6,2.83
2023-08-09,Q1,H100479,Apartment,New Sale,1997,970304,1.83,9,68,14269.18,785 Sample Street,88322,Aalborg,Urban,Hovedstaden,2.31,1.65,1.64
2020-10-27,Q1,H100480,Townhouse,New Sale,1969,834192,5.17,5,289,2886.48,894 Sample Street,61720,Copenhagen,Suburban,Midtjylland,4.77,3.23,2.51
2011-08-19,Q4,H100481,Townhouse,Resale,2016,485928,3.15,1,32,15185.25,776 Sample Street,25037,Aarhus,Urban,Midtjylland,4.0,3.44,1.16
2011-12-30,Q4,H100482,Condo,New Sale,1993,970114,0.2,2,93,10431.33,569 Sample Street,77421,Copenhagen,Suburban,Nordjylland,1.78,1.63,0.39
2013-09-27,Q3,H100483,Apartment,New Sale,1982,651891,1.53,4,58,11239.5,298 Sample Street,91867,Odense,Suburban,Syddanmark,4.3,3.44,2.05
2022-04-20,Q3,H100484,Apartment,Resale,2022,83872,6.92,5,40,2096.8,610 Sample Street,50612,Aalborg,Rural,Nordjylland,2.45,0.86,0.12
2011-11-30,Q2,H100485,Villa,New Sale,2010,322872,-0.83,9,126,2562.48,137 Sample Street,98031,Odense,Urban,Midtjylland,4.23,3.43,1.48
2011-01-31,Q3,H100486,Apartment,Resale,1958,407246,-2.87,1,232,1755.37,376 Sample Street,23450,Aarhus,Rural,Midtjylland,4.2,1.03,0.66
2021-06-03,Q3,H100487,Townhouse,New Sale,2017,538535,-0.3,3,50,10770.7,87 Sample Street,19491,Copenhagen,Suburban,Syddanmark,1.35,0.79,1.92
2021-12-09,Q3,H100488,Apartment,Resale,1984,434193,7.74,5,68,6385.19,419 Sample Street,84804,Aarhus,Urban,Hovedstaden,3.66,2.75,2.94
2016-11-07,Q2,H100489,Villa,New Sale,2014,857015,-3.67,3,252,3400.85,754 Sample Street,16791,Odense,Suburban,Syddanmark,1.81,2.15,1.45
2014-12-25,Q4,H100490,Condo,New Sale,1957,135774,9.88,4,131,1036.44,199 Sample Street,38314,Aalborg,Rural,Midtjylland,1.84,3.68,2.47
2011-12-19,Q2,H100491,Villa,Resale,1994,974767,3.12,3,75,12996.89,463 Sample Street,61883,Aalborg,Urban,Hovedstaden,1.83,1.77,1.57
2017-08-14,Q2,H100492,Villa,Resale,1996,438518,9.77,4,95,4615.98,437 Sample Street,97086,Aarhus,Rural,Nordjylland,3.77,1.51,1.54
2023-07-18,Q4,H100493,Condo,New Sale,1989,248522,9.08,1,120,2071.02,310 Sample Street,75629,Aarhus,Suburban,Midtjylland,1.53,2.25,2.8
